5,VizPut-Ranking-Aware-Inverted-U,0.65488,0.6025488,0.6425488
10,VizPut-Ranking-Aware-Inverted-U,0.761812169,0.741812169,0.781812169
20,VizPut-Ranking-Aware-Inverted-U,0.773348317,0.753348317,0.794348317
30,VizPut-Ranking-Aware-Inverted-U,0.773348317,0.753348317,0.794348317
40,VizPut-Ranking-Aware-Inverted-U,0.79477382,0.77477382,0.81577382
50,VizPut-Ranking-Aware-Inverted-U,0.80477382,0.78477382,0.82577382
60,VizPut-Ranking-Aware-Inverted-U,0.80477382,0.78477382,0.82577382
70,VizPut-Ranking-Aware-Inverted-U,0.81077382,0.79077382,0.83177382
80,VizPut-Ranking-Aware-Inverted-U,0.811477382,0.791477382,0.832477382
90,VizPut-Ranking-Aware-Inverted-U,0.8127382,0.7927382,0.8337382
100,VizPut-Ranking-Aware-Inverted-U,0.81477382,0.79477382,0.83577382
110,VizPut-Ranking-Aware-Inverted-U,0.81577382,0.79577382,0.83677382
120,VizPut-Ranking-Aware-Inverted-U,0.81677382,0.79677382,0.83777382
130,VizPut-Ranking-Aware-Inverted-U,0.8177382,0.7977382,0.8387382
5,VizPut-Ranking-Aware-Importance-Gap,0.550369683,0.530369683,0.571369683
10,VizPut-Ranking-Aware-Importance-Gap,0.646291414,0.626291414,0.667291414
20,VizPut-Ranking-Aware-Importance-Gap,0.659973143,0.639973143,0.680973143
30,VizPut-Ranking-Aware-Importance-Gap,0.698076819,0.678076819,0.719076819
40,VizPut-Ranking-Aware-Importance-Gap,0.712307437,0.692307437,0.733307437
50,VizPut-Ranking-Aware-Importance-Gap,0.74528437,0.72528437,0.76628437
60,VizPut-Ranking-Aware-Importance-Gap,0.766529744,0.746529744,0.787529744
70,VizPut-Ranking-Aware-Importance-Gap,0.779807437,0.759807437,0.800807437
80,VizPut-Ranking-Aware-Importance-Gap,0.791967437,0.771967437,0.812967437
90,VizPut-Ranking-Aware-Importance-Gap,0.797417437,0.777417437,0.818417437
100,VizPut-Ranking-Aware-Importance-Gap,0.805107437,0.785107437,0.826107437
110,VizPut-Ranking-Aware-Importance-Gap,0.81188437,0.79188437,0.83288437
120,VizPut-Ranking-Aware-Importance-Gap,0.82305437,0.80305437,0.84405437
130,VizPut-Ranking-Aware-Importance-Gap,0.83408437,0.81408437,0.85508437
